id,word,stem,pos,tags,sep_form
309,государстводин,государство,n,"gen",государстводи-н
310,руководстводин,руководство,n,"gen",руководстводи-н
311,цӀийи,цӀийи,adj,"",цӀийи
312,концепциядихъ,концепция,n,"post,essive",концепцияди-хъ
313,галаз,галаз,postp,"",галаз
314,алакъалу,алакъалу,adj,"",алакъалу
315,яз,я,cop,"cvb",я-з
316,арадал,ара,n,"super,essive",арада-л
317,атанвайди,ата,verb,"prf,ptp,sg,abs",ата-нва-й-ди
318,я,я,cop,"imperf",я
319,Чна,чун,prn,"erg",чна
320,и,и,prn,"",и
321,кардал,кар,n,"super,essive",карда-л
322,еке,еке,adj,"",еке
323,шадвал,шадвал,n,"abs",шадвал
324,ийизва,ийи,verb,"imperf",ийи-зва
325,ва,ва,conj,"",ва
326,чи,чун,prn,"gen",чи
327,разивал,разивал,n,"abs",разивал
328,къалурзава,къалур,verb,"imperf",къалур-зава
329,Стха,стха,n,"abs",стха
330,халкьарин,халкь,n,"pl,gen",халкь-ари-н
331,дуствилин,дуствил,n,"gen",дуствили-н
332,хзанда,хзан,n,"in,essive",хзанд-а
333,аваз,ава,cop,"cvb",ава-з
334,жуван,жув,prn,"gen",жува-н
335,кьисмет,кьисмет,n,"abs",кьисмет
336,жува,жув,prn,"erg",жува
337,гьялдай,гьял,verb,"fut,ptp",гьял-да-й
338,мумкинвал,мумкинвал,n,"abs",мумкинвал
339,хьунилай,хьу,verb,"msd,super,elative",хьу-ни-л-ай
340,еке,еке,adj,"",еке
341,бахт,бахт,n,"abs",бахт
342,жедани,же,verb,"fut,inter",же-да-ни
343,мегер,мегер,part,"",мегер
344,Съезддин,съезд,n,"gen",съездди-н
345,делегатри,делегат,n,"pl,erg",делегат-ри
346,доклад,доклад,n,"abs",доклад
347,разивилелди,разивил,n,"super,directive",разивиле-л-ди
348,кьабулна,кьабул,verb,"aor",кьабул-на
349,Ахпа,ахпа,adv,"",ахпа
350,адан,а,prn,"sg,gen",ада-н
351,винел,винел,postp,"",винел
352,рахунар,раху,verb,"msd,pl",раху-н-ар
353,кьиле,кьил,n,"in,essive",кьил-е
354,фена,фе,verb,"aor",фе-на
355,Трибунадихъ,трибуна,n,"post,essive",трибунади-хъ
356,ДГУдин,дгу,n,"gen",дгуди-н
357,профессор,профессор,n,"abs",профессор
358,Гюльмагомедов,гюльмагомедов,n,"abs",гюльмагомедов
359,Махачкъала,махачкъала,n,"abs",махачкъала
360,шегьер,шегьер,n,"abs",шегьер
361,РСФСРдин,рсфср,n,"gen",рсфсрди-н
362,лайихлу,лайихлу,adj,"",лайихлу
363,агроном,агроном,n,"abs",агроном
364,Эльдеров,эльдеров,n,"abs",эльдеров
365,писатель,писатель,n,"abs",писатель
366,Гьакимов,гьакимов,n,"abs",гьакимов
367,шаир,шаир,n,"abs",шаир
368,Нагъиев,нагъиев,n,"abs",нагъиев
369,Махачкъала,махачкъала,n,"abs",махачкъала
370,шегьер,шегьер,n,"abs",шегьер
371,писатель,писатель,n,"abs",писатель
372,Ризванов,ризванов,n,"abs",ризванов
373,журналист,журналист,n,"abs",журналист
374,Аскеров,аскеров,n,"abs",аскеров
375,муаллим,муаллим,n,"abs",муаллим
376,Шерифов,шерифов,n,"abs",шерифов
377,КцӀар,кцӀар,n,"abs",кцӀар
378,шегьер,шегьер,n,"abs",шегьер
379,ва,ва,conj,"",ва
380,район,район,n,"abs",район
381,культработник,культработник,n,"abs",культработник
382,Гьажиев,гьажиев,n,"abs",гьажиев
383,Къачмаз,къачмаз,n,"abs",къачмаз
384,район,район,n,"abs",район
385,режиссер,режиссер,n,"abs",режиссер
386,Регьимханов,регьимханов,n,"abs",регьимханов
387,Сумгаит,сумгаит,n,"abs",сумгаит
388,шегьер,шегьер,n,"abs",шегьер
389,шаир,шаир,n,"abs",шаир
390,Саидгьасанов,саидгьасанов,n,"abs",саидгьасанов
391,журналист,журналист,n,"abs",журналист
392,Атаев,атаев,n,"abs",атаев
393,Махачкъала,махачкъала,n,"abs",махачкъала
394,шегьер,шегьер,n,"abs",шегьер
395,алишверишдин,алишвериш,n,"gen",алишверишди-н
396,работник,работник,n,"abs",работник
397,Мирзоев,мирзоев,n,"abs",мирзоев
398,Ахцегь,ахцегь,n,"abs",ахцегь
399,район,район,n,"abs",район
400,ва,ва,conj,"",ва
401,маса,маса,adj,"",маса
402,юлдашар,юлдаш,n,"pl,abs",юлдаш-ар
403,экъечӀна,экъечӀ,verb,"aor",экъечӀ-на
404,Абуру,а,prn,"pl,erg",абуру
405,съезддал,съезд,n,"super,essive",съездда-л
406,гьялзавай,гьял,verb,"imperf,ptp",гьял-зава-й
407,месэлайрикай,месэла,n,"pl,sub,elative",месэла-йри-к-ай
408,чпин,чеб,prn,"gen",чпи-н
409,фикирар,фикир,n,"pl,abs",фикир-ар
410,лагьана,лагьа,verb,"aor",лагьа-на
411,Рахунрилай,раху,verb,"msd,pl,super,elative",раху-н-ри-л-ай
412,гуьгъуьниз,гуьгъуьниз,postp,"",гуьгъуьниз
413,делегатри,делегат,n,"pl,erg",делегат-ри
414,мандатный,мандатный,adj,"",мандатный
415,комиссиядин,комиссия,n,"gen",комиссияди-н
416,председателдихъ,председател,n,"post,essive",председателди-хъ
417,яб,яб,n,"abs",яб
418,акална,акал,verb,"aor",акал-на
419,Сад,сад,num,"",сад
420,лагьай,лагьай,ord,"",лагьай
421,съезддал,съезд,n,"super,essive",съездда-л
422,лезги,лезги,adj,"",лезги
423,халкьдин,халкь,n,"gen",халкьди-н
424,гьерекатдин,гьерекат,n,"gen",гьерекатди-н
425,касдикай,кас,n,"sub,elative",касди-к-ай
426,ибарат,ибарат,adj,"",ибарат
427,правление,правление,n,"abs",правление
428,хкяна,хкя,verb,"aor",хкя-на
429,Делегатри,делегат,n,"pl,erg",делегат-ри
430,Садвал,садвал,n,"abs",садвал
431,гьерекатдин,гьерекат,n,"gen",гьерекатди-н
432,Устав,устав,n,"abs",устав
433,Декларация,декларация,n,"abs",декларация
434,Лезги,лезги,adj,"",лезги
435,халкьдиз,халкь,n,"dat",халкьдиз
436,ва,ва,conj,"",ва
437,Советрин,совет,n,"pl,gen",совет-ри-н
438,Союздин,союз,n,"gen",союзди-н
439,вири,вири,prn,"",вири
440,халкьариз,халкь,n,"pl,dat",халкь-ари-з
441,эвер,эвер,n,"abs",эвер
442,гун,гу,verb,"msd",гу-н
443,чи,чун,prn,"gen",чи
444,уьлкведа,уьлкве,n,"in,essive",уьлквед-а
445,халкьар,халкь,n,"pl,abs",халкь-ар
446,дуствилелди,дуствил,n,"super,directive",дуствиле-л-ди
447,яшамиш,яшамиш,verb,"per",яшамиш
448,хьунин,хьу,verb,"msd,gen",хьу-ни-н
449,лезги,лезги,adj,"",лезги
450,халкь,халкь,n,"abs",халкь
451,сад,сад,num,"",сад
452,хъувунин,хъуву,verb,"msd,gen",хъуву-ни-н
453,ва,ва,conj,"",ва
454,адаз,а,prn,"sg,dat",ада-з
455,автономия,автономия,n,"abs",автономия
456,гунин,гу,verb,"msd,gen",гу-ни-н
457,патахъай,патахъай,postp,"",патахъай
458,къарар,къарар,n,"abs",къарар
459,кьабулна,кьабул,verb,"aor",кьабул-на
460,И,и,prn,"",и
461,къарар,къарар,n,"abs",къарар
462,абуру,а,prn,"pl,erg",абуру
463,лазим,лазим,adj,"",лазим
464,тир,я,cop,"ptp",тир
465,идарайрин,идара,n,"pl,gen",идара-йри-н
466,вилик,вилик,postp,"",вилик
467,эцигдайвал,эциг,verb,"fut,ptp,man",эциг-да-й-вал
468,я,я,cop,"imperf",я
