word,analysis,sep_form
районрай,район<n>><pl>><in>><elative>,район-р-а-й
хейлин,хейлин<adj>,хейлин
хуьрерин,хуьр<n>><pl>><gen>,хуьр-ери-н
жемятар,жемят<n>><pl><abs>,жемят-ар
вичин,вич<prn>><gen>,вичи-н
халкьдивай,халкь<n>><ad>><elative>,халкьди-в-ай
яргъа,яргъа<adj>,яргъа
авай,ава<cop>><pst>/ава<cop>><ptp>,ава-й/ава-й
районриз,район<n>><pl>><dat>,район-ри-з
куьчарна,*,*
абуру,а<prn>><pl><erg>,а-буру
хеб,*,*
мал,мал<n><abs>,мал
хуьзвай,хуь<verb>><imperf>><pst>/хуь<verb>><imperf>><ptp>,хуь-зва-й/хуь-зва-й
чӀурар,*,*
и,и<prn>,и
кар,кар<n><abs>/кар<verb>,кар/кар
патал,пад<n>><super><essive>/патал<adj>/патал<adv>/патал<post>,пата-л/патал/патал/патал
маса,маса<adj>,маса
районрин,район<n>><pl>><gen>,район-ри-н
майишатриз,майишат<n>><pl>><dat>,майишат-ри-з
чара,чара<adj>/чара<n><abs>,чара/чара
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/аву-н-а
Азербайжандин,Азербайжан<n>><gen>,Азербайжанди-н
институтра,институт<n>><pl>><in><essive>,институт-р-а
кӀелзавай,кӀел<verb>><imperf>><pst>/кӀел<verb>><imperf>><ptp>,кӀел-зава-й/кӀел-зава-й
азербайжан,азербайжан<adj>,азербайжан
студентриз,студент<n>><pl>><dat>,студент-ри-з
стипендия,стипендия<n><abs>,стипендия
гудайла,гуд<verb>><aor><ptp>><temp>/гу<verb>><fut>><ptp>><temp>,гуд-ай-ла/гу-да-й-ла
лезги,лезги<adj>/лезги<n><abs>,лезги/лезги
студентар,студент<n>><pl><abs>,студент-ар
анра,*,*
кӀелунай,кӀел<verb>><msd>><in>><elative>,кӀел-ун-а-й
чеб,чеб<prn>,чеб
институтриз,институт<n>><pl>><dat>,институт-ри-з
гьакъи,гьакъи<n><abs>,гьакъи
гуниз,гу<verb>><msd>><dat>,гу-ни-з
мажбур,мажбур<adj>/мажбур<verb>,мажбур/мажбур
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/аву-н-а
Амма,амма<conj>,амма
гьар,гьар<prn>,гьар
са,са<adj>/са<num>/са<part>,са/са/са
чӀуру,чӀуру<adj>,чӀуру
кардин,кар<n>><gen>,карди-н
эхир,эхир<adv>/эхир<n><abs>/эхир<part>,эхир/эхир/эхир
жедайвал,жедайвал<adv>/же<verb>><fut>><ptp>><man>,жедайвал/же-да-й-вал
чи,чи<verb>/ч<prn>><gen>,чи/ч-и
халкьдин,халкьдин<adj>/халкь<n>><gen>,халкьдин/халкьди-н
кьилел,кьилел<adv>/кьилел<post>/кьил<n>><super><essive>,кьилел/кьилел/кьиле-л
атай,ата<verb>><aor><ptp>,ата-й
бедбахтвилерин,*,*
эхирни,эхирни<adv>/эхир<n>><add>,эхирни/эхир-ни
мукьвал,мукьвал<adj>/мукьвал<adv>/мукьвал<verb>,мукьвал/мукьвал/мукьвал
жезва,же<verb>><imperf>,же-зва
И,и<prn>,и
йикъара,*,*
кьиле,кьил<n>><erg>/кьил<n>><in><essive>,кьил-е/кьил-е
фейи,фейи<adj>/фе<verb>><aor><ptp>,фейи/фе-йи
Советрин,советрин<adj>/совет<n>><pl>><gen>,советрин/совет-ри-н
Союздин,союз<n>><gen>,союзди-н
Коммунистрин,коммунист<n>><pl>><gen>,коммунист-ри-н
партиядин,партия<n>><gen>,партияди-н
съезддин,съезд<n>><gen>,съездди-н
Инсанпересвилин,*,*
демократический,*,*
социализмдихъ,социализм<n>><post><essive>,социализмди-хъ
кьил,кьил<n><abs>,кьил
ганвай,га<verb>><prf>><pst>/га<verb>><prf>><ptp>,га-нва-й/га-нва-й
программный,*,*
малуматда,малумат<n>><in><essive>,малуматд-а
къейднавайвал,*,*
миллетри,миллет<n>><pl><erg>,миллет-ри
та,та<part>/та<verb>,та/та
чара,чара<adj>/чара<n><abs>,чара/чара
хьунал,хьу<verb>><msd>><super><essive>,хьу-на-л
къведалди,къве<verb>><postr>,къве-далди
чпин,чеб<prn>><gen>,чпи-н
кьисмет,кьисмет<n><abs>/кьисмет<verb>,кьисмет/кьисмет
чпи,чеб<prn><erg>,чп-и
тайинарунин,тайинар<verb>><msd>><gen>,тайинар-уни-н
ихтияр,ихтияр<n><abs>,ихтияр
гьисаба,гьисаба<verb><imper>,гьисаба
кьунал,кьун<n>><super><essive>,кьуна-л
бинеламиш,бинеламиш<verb>,бинеламиш
жезва,же<verb>><imperf>,же-зва
Ихьтин,*,*
зурба,зурба<adj>,зурба
дегишвилер,*,*
мумкинвилер,*,*
гьелбетда,гьелбетда<part>,гьелбетда
перестройкадихъ,перестройка<n>><post><essive>,перестройкади-хъ
дуьнья,дуьнья<n><abs>,дуьнья
цӀийикӀа,цӀийикӀа<adv>,цӀийикӀа
туькӀуьр,туькӀуьр<verb>/туькӀуь<verb>><aimpp>,туькӀуьр/туькӀуь-р
хъувунин,*,*
советрин,советрин<adj>/совет<n>><pl>><gen>,советрин/совет-ри-н
государстводин,*,*
руководстводин,руководство<n>><gen>,руководстводи-н
цӀийи,цӀийи<adj>,цӀийи
концепциядихъ,*,*
галаз,галаз<post>/гала<cop>><cvb>,галаз/гала-з
алакъалу,алакъалу<adj>,алакъалу
яз,я<cop>><cvb>,я-з
арадал,ара<n>><super><essive>,арада-л
атанвайди,ата<verb>><prf>><ptp>><sg><abs>,ата-нва-й-ди
я,я<cop><imperf>,я
Чна,ч<prn>><erg>,чн-а
и,и<prn>,и
кардал,кар<n>><super><essive>,карда-л
еке,еке<adj>/еке<adv>,еке/еке
шадвал,шадвал<verb>,шадвал
ийизва,ийи<verb>><imperf>,ийи-зва
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
чи,чи<verb>/ч<prn>><gen>,чи/ч-и
разивал,разивал<verb>,разивал
къалурзава,къалур<verb>><imperf>,къалур-зава
Стха,стха<n><abs>,стха
халкьарин,*,*
дуствилин,*,*
хзанда,хзан<n>><in><essive>,хзанд-а
аваз,ава<cop>><cvb>,ава-з
жуван,жуван<adj>/жув<prn>><gen>,жуван/жува-н
кьисмет,кьисмет<n><abs>/кьисмет<verb>,кьисмет/кьисмет
жува,жув<prn><erg>/жув<prn>><in><essive>,жув-а/жув-а
гьялдай,гьял<verb>><fut>><pst>/гьял<verb>><fut>><ptp>,гьял-да-й/гьял-да-й
мумкинвал,*,*
хьунилай,*,*
еке,еке<adj>/еке<adv>,еке/еке
бахт,бахт<n><abs>,бахт
жедани,же<verb>><fut>><inter>,же-да-ни
мегер,мегер<part>,мегер
Съезддин,съезд<n>><gen>,съездди-н
делегатри,делегат<n>><pl><erg>,делегат-ри
доклад,доклад<n><abs>,доклад
разивилелди,разивилелди<adv>,разивилелди
кьабулна,кьабул<verb>><aoc>/кьабул<verb>><aor>,кьабул-на/кьабул-на
Ахпа,ахпа<adv>/ахпа<post>,ахпа/ахпа
адан,а<prn>><sg>><gen>,а-да-н
винел,винел<adv>/винел<post>,винел/винел
рахунар,рахунар<verb>/раху<verb>><msd>><pl>,рахунар/раху-н-ар
кьиле,кьил<n>><erg>/кьил<n>><in><essive>,кьил-е/кьил-е
фена,фе<verb>><aoc>/фе<verb>><aor>,фе-на/фе-на
Трибунадихъ,трибуна<n>><post><essive>,трибунади-хъ
ДГУдин,*,*
профессор,профессор<n><abs>,профессор
Гюльмагомедов,*,*
Махачкъала,Махачкъала<n><abs>,Махачкъала
шегьер,*,*
РСФСРдин,*,*
лайихлу,лайихлу<adj>,лайихлу
агроном,агроном<n><abs>,агроном
Эльдеров,*,*
писатель,писатель<n><abs>,писатель
Гьакимов,*,*
шаир,шаир<n><abs>,шаир
Нагъиев,*,*
Махачкъала,Махачкъала<n><abs>,Махачкъала
шегьер,*,*
писатель,писатель<n><abs>,писатель
Ризванов,*,*
журналист,журналист<n><abs>,журналист
Аскеров,*,*
муаллим,муаллим<n><abs>,муаллим
Шерифов,*,*
КцӀар,*,*
шегьер,*,*
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
район,район<n><abs>,район
культработник,*,*
Гьажиев,*,*
Къачмаз,*,*
район,район<n><abs>,район
режиссер,режиссер<n><abs>,режиссер
Регьимханов,*,*
Сумгаит,*,*
шегьер,*,*
шаир,шаир<n><abs>,шаир
Саидгьасанов,*,*
журналист,журналист<n><abs>,журналист
Атаев,*,*
Махачкъала,Махачкъала<n><abs>,Махачкъала
шегьер,*,*
алишверишдин,алишвериш<n>><gen>,алишверишди-н
работник,работник<n><abs>,работник
Мирзоев,*,*
Ахцегь,*,*
район,район<n><abs>,район
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
маса,маса<adj>,маса
юлдашар,юлдаш<n>><pl><abs>,юлдаш-ар
экъечӀна,экъечӀна<adv>/экъечӀ<verb>><aoc>/экъечӀ<verb>><aor>,экъечӀна/экъечӀ-на/экъечӀ-на
Абуру,а<prn>><pl><erg>,а-буру
съезддал,съезд<n>><super><essive>,съездда-л
гьялзавай,гьял<verb>><imperf>><pst>/гьял<verb>><imperf>><ptp>,гьял-зава-й/гьял-зава-й
месэлайрикай,месэла<n>><pl>><sub>><elative>,месэла-йри-к-ай
чпин,чеб<prn>><gen>,чпи-н
фикирар,фикир<n>><pl><abs>,фикир-ар
лагьана,лагьана<conj>/лагьа<verb>><aoc>/лагьа<verb>><aor>,лагьана/лагьа-на/лагьа-на
Рахунрилай,*,*
гуьгъуьниз,гуьгъуьниз<adv>/гуьгъуьниз<conj>/гуьгъуьниз<post>,гуьгъуьниз/гуьгъуьниз/гуьгъуьниз
делегатри,делегат<n>><pl><erg>,делегат-ри
мандатный,*,*
комиссиядин,комиссия<n>><gen>,комиссияди-н
председателдихъ,*,*
яб,яб<n><abs>,яб
акална,акал<verb>><aoc>/акал<verb>><aor>,акал-на/акал-на
Сад,сад<num>,сад
лагьай,лагьай<conj>/лагьай<ord>/лагьа<verb>><aor><ptp>,лагьай/лагьай/лагьа-й
съезддал,съезд<n>><super><essive>,съездда-л
лезги,лезги<adj>/лезги<n><abs>,лезги/лезги
халкьдин,халкьдин<adj>/халкь<n>><gen>,халкьдин/халкьди-н
гьерекатдин,гьерекат<n>><gen>,гьерекатди-н
касдикай,кас<n>><sub>><elative>,касди-к-ай
ибарат,ибарат<adj>,ибарат
правление,*,*
хкяна,*,*
Делегатри,делегат<n>><pl><erg>,делегат-ри
Садвал,*,*
гьерекатдин,гьерекат<n>><gen>,гьерекатди-н
Устав,*,*
Декларация,декларация<n><abs>,декларация
Лезги,лезги<adj>/лезги<n><abs>,лезги/лезги
халкьдиз,халкь<n>><dat>,халкьди-з
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
Советрин,советрин<adj>/совет<n>><pl>><gen>,советрин/совет-ри-н
Союздин,союз<n>><gen>,союзди-н
вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
халкьариз,*,*
эвер,эвер<n><abs>/эвер<verb>/эвер<verb><imper>,эвер/эвер/эвер
гун,гу<verb>><hort>/гу<verb>><msd>,гу-н/гу-н
чи,чи<verb>/ч<prn>><gen>,чи/ч-и
уьлкведа,уьлкве<n>><in><essive>,уьлквед-а
халкьар,*,*
дуствилелди,дуствилелди<adv>,дуствилелди
яшамиш,*,*
хьунин,хьу<verb>><msd>><gen>,хьу-ни-н
лезги,лезги<adj>/лезги<n><abs>,лезги/лезги
халкь,халкь<n><abs>/халкь<verb>,халкь/халкь
сад,сад<num>,сад
хъувунин,*,*
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
адаз,а<prn>><sg>><dat>,а-да-з
автономия,автономия<n><abs>,автономия
гунин,гу<verb>><msd>><gen>,гу-ни-н
патахъай,пад<n>><post>><elative>/патахъай<post>,пата-хъ-ай/патахъай
къарар,къарар<n><abs>,къарар
кьабулна,кьабул<verb>><aoc>/кьабул<verb>><aor>,кьабул-на/кьабул-на
И,и<prn>,и
къарар,къарар<n><abs>,къар-ар
абуру,а<prn>><pl><erg>,а-буру
лазим,лазим<adj>,лазим
тир,я<cop><pst>/я<cop><ptp>,тир/тир
идарайрин,идара<n>><pl>><gen>,идара-йри-н
вилик,вилик<adj>/вилик<adv>/вилик<conj>/вилик<post>/вилик<verb>/вил<n>><sub><essive>,вилик/вилик/вилик/вилик/вилик/вили-к
эцигдайвал,эциг<verb>><fut>><ptp>><man>,эциг-да-й-вал
я,я<cop><imperf>,я
