word,analysis,sep_form
аваз,аваз<n><abs>/ава<cop>><cvb>,аваз/ава-з
Зина,зина<n><abs>,зина
къведа,къве<verb>><fut>,къве-да
Адан,а<prn>><sg>><gen>,а-да-н
гуьгъуьналлаз,гуьгъуьналлаз<adv>,гуьгъуьналлаз
гадайрин,гада<n>><pl>><gen>,гада-йри-н
юкьва,юкьва<post>,юкьва
аваз,аваз<n><abs>/ава<cop>><cvb>,аваз/ава-з
Аслан,аслан<n><abs>,аслан
Рагьим,*,*
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
Али,*,*
къведа,къве<verb>><fut>,къве-да
Музыкадин,музыка<n>><gen>,музыкади-н
ванер,ван<n>><pl><abs>,ван-ер
и,и<prn>,и
арада,арада<post>/ара<n>><in><essive>,арада/арад-а
къати,къати<adj>,къати
я,я<cop><imperf>,я
Ажай,*,*
къведа,къве<verb>><fut>,къве-да
Вариса,*,*
гъил,гъил<n><abs>,гъил
эляда,*,*
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
рушари,руша<verb>><aimpp>/руш<n>><pl><erg>,руша-ри/руш-ари
мани,мани<n><abs>,мани
лугьуда,лугьу<verb>><fut>,лугьу-да
Атана,атана<part>/ата<verb>><aoc>/ата<verb>><aor>,атана/ата-на/ата-на
атана,атана<part>/ата<verb>><aoc>/ата<verb>><aor>,атана/ата-на/ата-на
диде,диде<n><abs>,диде
атана,атана<part>/ата<verb>><aoc>/ата<verb>><aor>,атана/ата-на/ата-на
Диде,диде<n><abs>,диде
атана,атана<part>/ата<verb>><aoc>/ата<verb>><aor>,атана/ата-на/ата-на
кӀвалер,*,*
ацӀана,ацӀана<adv>,ацӀана
Дидед,дидед<adj>,дидед
чина,чин<n>><in><essive>,чин-а
рагъ,рагъ<n><abs>,рагъ
ава,ава<cop><imperf>,ава
рагъ,рагъ<n><abs>,рагъ
ава,ава<cop><imperf>,ава
РикӀе,рикӀ<n>><erg>/рикӀ<n>><in><essive>,рикӀ-е/рикӀ-е
цуьквед,*,*
багъ,багъ<n><abs>,багъ
ава,ава<cop><imperf>,ава
багъ,багъ<n><abs>,багъ
ава,ава<cop><imperf>,ава
Къени,къени<adj>/къен<n>><erg>,къени/къен-и
я,я<cop><imperf>,я
къени,къени<adj>/къен<n>><erg>,къени/къен-и
я,я<cop><imperf>,я
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
авай,ава<cop>><pst>/ава<cop>><ptp>,ава-й/ава-й
кӀвал,кӀвал<n><abs>,кӀвал
Къени,къени<adj>/къен<n>><erg>,къени/къен-и
я,я<cop><imperf>,я
къени,къени<adj>/къен<n>><erg>,къени/къен-и
я,я<cop><imperf>,я
свас,свас<n><abs>,свас
атай,ата<verb>><aor><ptp>,ата-й
кӀвал,кӀвал<n><abs>,кӀвал
Дидед,дидед<adj>,дидед
чина,чин<n>><in><essive>,чин-а
рагъ,рагъ<n><abs>,рагъ
ава,ава<cop><imperf>,ава
рагъ,рагъ<n><abs>,рагъ
ава,ава<cop><imperf>,ава
РикӀе,рикӀ<n>><erg>/рикӀ<n>><in><essive>,рикӀ-е/рикӀ-е
цуьквед,*,*
багъ,багъ<n><abs>,багъ
ава,ава<cop><imperf>,ава
багъ,багъ<n><abs>,багъ
ава,ава<cop><imperf>,ава
Манидин,мани<n>><gen>,маниди-н
ван,ван<n><abs>/ван<verb>,ван/ван
кьилеллаз,кьил<n>><super><essive>><be.on>><cvb>,кьиле-л-ла-з
Ажай,*,*
кьуьлуьник,кьуьл<n>><sub><essive>,кьуьлуьни-к
экечӀна,экечӀ<verb>><aoc>/экечӀ<verb>><aor>,экечӀ-на/экечӀ-на
ада,а<prn>><sg><erg>/а<prn>><sg>><in><essive>,а-да/а-д-а
эмирдин,эмир<n>><gen>,эмирди-н
къайдада,къайда<n>><in><essive>,къайдад-а
вичин,вич<prn>><gen>,вичи-н
кьуьлуьник,кьуьл<n>><sub><essive>,кьуьлуьни-к
Варисаз,*,*
эверда,эвер<n>><in><essive>/эвер<verb>><fut>,эверд-а/эвер-да
Абуру,а<prn>><pl><erg>,а-буру
кьуьл,кьуьл<n><abs>/кьуьл<verb>,кьуьл/кьуьл
ийида,ийи<verb>><fut>,ийи-да
гадайри,гада<n>><pl><erg>,гада-йри
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
рушари,руша<verb>><aimpp>/руш<n>><pl><erg>,руша-ри/руш-ари
гурлу,гурлу<adj>,гурлу
капар,кап<n>><pl><abs>,кап-ар
яда,яда<intj>,яда
шадвилер,шадвилер<verb>,шадвилер
ийида,ийи<verb>><fut>,ийи-да
Идаз,и<prn>><sg>><dat>,и-да-з
килиг,килиг<part>/килиг<verb>/килиг<verb><imper>,килиг/килиг/килиг
Ажай,*,*
къари,къари<n><abs>,къари
майдан,майдан<n><abs>,майдан
вид,*,*
я,я<cop><imperf>,я
Кьуьлуьникай,кьуьл<n>><sub>><elative>,кьуьлуьни-к-ай
хкечӀда,хкечӀ<verb>><fut>,хкечӀ-да
Лап,лап<adv>/лап<part>,лап/лап
кьил,кьил<n><abs>,кьил
гижи,гижи<adj>,гижи
жедалди,же<verb>><postr>,же-далди
кьуьл,кьуьл<n><abs>/кьуьл<verb>,кьуьл/кьуьл
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/авун-а
Зинадин,зина<n>><gen>,зина
мукьув,мукьув<adv>/мукьув<post>,мукьув/мукьув
фида,фи<verb>><fut>,фи-да
Сагърай,сагърай<intj>,сагърай
чан,чан<n><abs>/чан<part>,чан/чан
цуьк,цуьк<n><abs>,цуьк
Вуна,в<prn>><erg>,вун-а
зи,з<prn>><gen>,з-и
гаф,гаф<n><abs>,гаф
кьиле,кьил<n>><erg>/кьил<n>><in><essive>,кьил-е/кьил-е
тухвана,тухва<verb>><aoc>/тухва<verb>><aor>,тухва-на/тухва-на
За,з<prn>><erg>/з<prn>><in><essive>,з-а/з-а
вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
элдиз,*,*
вун,в<prn>><abs>,в-ун
хъсан,хъсан<adj>,хъсан
руш,руш<n><abs>,руш
я,я<cop><imperf>,я
гуьзел,гуьзел<adj>/гуьзел<n><abs>,гуьзел/гуьзел
тават,тават<n><abs>,тават
я,я<cop><imperf>,я
лугьуз,лугьуз<conj>/лугьуз<part>/лугьу<verb>><inf>,лугьуз/лугьуз/лугьу-з
хьана,хьана<intj>/хьа<verb>><aoc>/хьа<verb>><aor>,хьана/хьа-на/хьа-на
Межлисда,межлис<n>><in><essive>,межлисд-а
авайбуруз,авай<adj>><pl>><dat>,авай-буру-з
килигиз,килиг<verb>><inf>,килиг-из
килигиз,килиг<verb>><inf>,килиг-из
Бес,бес<adv>/бес<intj>/бес<part>,бес/бес/бес
наврузбег,*,*
гьинва,*,*
Забур,*,*
гьинва,*,*
Варисаз,*,*
Исятда,исятда<adv>,исятда
Варис,варис<n><abs>,варис
халу,халу<n><abs>,халу
са,са<num>,са
тӀурфан,тӀурфан<n><abs>,тӀурфан
ина,ина<adv>,ина
къурмиш,къурмиш<verb>,къурмиш
жен,же<verb>><hort>,же-н
хьи,хьи<conj>/хьи<part>,хьи/хьи
кӀвачер,*,*
кӀевиз,кӀевиз<adv>/кӀев<verb>><inf>,кӀевиз/кӀев-из
икис,икис<verb>/икис<verb><imper>,икис/икис
Наврузбегаз,*,*
мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
ийиз,ийи<verb>><inf>,ийи-з
кӀанзава,кӀан<verb>><imperf>,кӀан-зава
заз,з<prn>><dat>,за-з
Свас,свас<n><abs>,свас
инал,инал<adv>,инал
алайла,*,*
гада,гада<n><abs>/га<n>><in><essive>,гада/гад-а
авач,ава<cop>><neg>,ава-ч
Вач,*,*
ам,а<prn>><sg><abs>,а-м
галаз,галаз<post>/гала<cop>><cvb>,галаз/гала-з
хъша,*,*
Заз,з<prn>><dat>,за-з
чиз,чи<verb>><inf>,чи-з
къари,къари<n><abs>,къари
чун,ч<prn>><abs>,ч-ун
вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
са,са<adj>/са<num>/са<part>,са/са/са
тарце,*,*
хьайила,хьа<verb>><aor><ptp>><temp>,хьа-йи-ла
вун,в<prn>><abs>,в-ун
маса,маса<adj>,маса
тарце,*,*
ава,ава<cop><imperf>,ава
Вучиз,вучиз<adv>/вучиз<prn>,вучиз/вучиз
зун,з<prn>><abs>,з-ун
маса,маса<adj>,маса
тарце,*,*
ава,ава<cop><imperf>,ава
Ам,а<prn>><sg><abs>,ам
вуч,вуч<prn>,вуч
тар,тар<n><abs>/та<verb>><aimpp>,тар/та-р
я,я<cop><imperf>,я
зун,з<prn>><abs>,з-ун
авайди,авай<adj>><sg><abs>,авай-ди
Валидин,вали<n>><gen>,валиди-н
хва,хва<n><abs>,хва
Варис,варис<n><abs>,варис
Куьн,вуч<prn>><gen>/к<prn>><abs>,куь-н/к-уьн
авай,авай<adj>/авай<post>/ава<cop>><pst>/ава<cop>><ptp>,авай/авай/ава-й/ава-й
тар,тар<n><abs>/та<verb>><aimpp>,тар/та-р
гьим,*,*
я,я<cop><imperf>,я
Эвленмиш,эвленмиш<verb>,эвленмиш
хьанвайди,хьанвай<adj>><sg><abs>/хьа<verb>><prf>><ptp>><sg><abs>,хьанвай-ди/хьа-нва-й-ди
Забур,*,*
туш,я<cop><neg>,туш
Ви,в<prn>><gen>,в-и
хтул,хтул<n><abs>,хтул
Аслан,аслан<n><abs>,аслан
я,я<cop><imperf>,я
Вун,в<prn>><abs>,в-ун
дили,дили<adj>/дили<n><abs>,дили/дили
хьанва,хьа<verb>><prf>,хьа-нва
Валидин,вали<n>><gen>,валиди-н
къарагуьн,къарагуьн<n><abs>,къарагуьн
Вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
мягьтел,мягьтел<adj>,мягьтел
жеда,же<verb>><fut>,же-да
Ажайни,*,*
аламат,аламат<n><abs>,аламат
хьанваз,хьа<verb>><prf>><imc>,хьа-нва-з
межлисдин,межлис<n>><gen>,межлисди-н
итимриз,итим<n>><pl>><dat>,итим-ри-з
килигда,килиг<verb>><fut>,килиг-да
абурун,а<prn>><pl>><gen>,а-буру-н
арада,арада<post>/ара<n>><in><essive>,арада/арад-а
Рагьим,*,*
аваз,аваз<n><abs>/ава<cop>><cvb>,аваз/ава-з
аквада,аква<verb>><fut>,аква-да
За,з<prn>><erg>/з<prn>><in><essive>,з-а/з-а
ваз,в<prn>><dat>,ва-з
Ажай,*,*
ви,в<prn>><gen>,в-и
хтул,хтул<n><abs>,хтул
Аслан,аслан<n><abs>,аслан
эвленмиш,эвленмиш<verb>,эвленмиш
хьунухь,*,*
мубаракзава,мубарак<verb>><imperf>,мубарак-зава
Мубарак,мубарак<adj>/мубарак<n><abs>/мубарак<verb>,мубарак/мубарак/мубарак
хьуй,хьу<verb>><opt>,хьу-й
ваз,в<prn>><dat>,ва-з
ви,в<prn>><gen>,в-и
хтулдин,хтул<n>><gen>,хтулди-н
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
зи,з<prn>><gen>,з-и
играми,играми<adj>,играми
хтул,хтул<n><abs>,хтул
Ажай,*,*
Ял,ял<verb>,ял
кьунваз,кьу<verb>><prf>><imc>,кьу-нва-з
И,и<prn>,и
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
нинди,*,*
я,я<cop><imperf>,я
Аквазва,аква<verb>><imperf>,аква-зва
хьи,хьи<conj>/хьи<part>,хьи/хьи
ваз,в<prn>><dat>,ва-з
баде,баде<n><abs>,баде
зиди,*,*
я,я<cop><imperf>,я
За,з<prn>><erg>/з<prn>><in><essive>,з-а/з-а
минет,минет<n><abs>/минет<verb>,минет/минет
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/аву-н-а
вунани,в<prn>><erg>><add>,вун-а-ни
фена,фе<verb>><aoc>/фе<verb>><aor>,фе-на/фе-на
заз,з<prn>><dat>,за-з
свас,свас<n><abs>,свас
це,це<intj>/це<verb><imper>,це/це
лагьана,лагьана<conj>/лагьа<verb>><aoc>/лагьа<verb>><aor>,лагьана/лагьа-на/лагьа-на
Зинадин,зина<n>><gen>,зинади-н
мукьув,мукьув<adv>/мукьув<post>,мукьув/мукьув
къведа,къве<verb>><fut>,къве-да
Къедлай,къедлай<adv>,къедлай
им,и<prn>><sg><abs>,и-м
зи,з<prn>><gen>,з-и
паб,паб<n><abs>,паб
юлдаш,юлдаш<n><abs>,юлдаш
я,я<cop><imperf>,я
ИкІ,*,*
ЗАГСдин,*,*
ктабрани,ктаб<n>><pl>><in><essive>><add>,ктаб-ра-ни
кхьенва,кхье<verb>><prf>,кхье-нва
Вай,вай<intj>/в<prn>><in>><elative>,вай/в-а-й
аллагь,аллагь<n><abs>,аллагь
Инал,инал<adv>,инал
зи,з<prn>><gen>,з-и
япариз,яб<n>><pl>><dat>,яп-ари-з
вуч,вуч<prn>,вуч
ванер,ван<n>><pl><abs>,ван-ер
жезва,же<verb>><imperf>,же-зва
Заз,з<prn>><dat>,за-з
заваллу,заваллу<adj>,заваллу
ахвар,ахвар<n><abs>/ахвар<verb>,ахвар/ахвар
аквазвани,аква<verb>><imperf>><inter>,аква-зва-ни
Аман,аман<intj>/аман<n><abs>,аман/аман
аллагь,аллагь<n><abs>,аллагь
Ахвар,ахвар<n><abs>/ахвар<verb>,ахвар/ахвар
туш,я<cop><neg>,туш
Заз,з<prn>><dat>,за-з
хьайи,хьайи<adj>/хьа<verb>><aor><ptp>,хьайи/хьа-йи
мусибат,мусибат<n><abs>,мусибат
аку,аку<part>/аку<verb><imper>,аку/аку
вахар,вах<n>><pl><abs>,вах-ар
рушар,руша<verb>><aimpp>/руш<n>><pl><abs>,руша-р/руш-ар
Я,я<conj>/я<cop><imperf>/я<part>,я/я/я
эллер,эллер<n><abs>,эллер
зун,з<prn>><abs>,з-ун
дили,дили<adj>/дили<n><abs>,дили/дили
жезва,же<verb>><imperf>,же-зва
Ажай,*,*
кьил,кьил<n><abs>,кьил
кьуна,кьуна<adv>/кьун<n>><erg>/кьун<n>><in><essive>/кьу<verb>><aoc>/кьу<verb>><aor>,кьуна/кьун-а/кьун-а/кьу-на/кьу-на
ацукьда,ацукь<verb>><fut>,ацукь-да
ам,а<prn>><sg><abs>,а-м
Перидини,пери<n>><erg>><add>,перид-и-ни
Мержана,*,*
кьада,кьа<verb>><fut>,кьа-да
Ажаял,*,*
гьалтна,гьалт<verb>><aoc>/гьалт<verb>><aor>,гьалт-на/гьалт-на
килигда,килиг<verb>><fut>,килиг-да
Ажай,*,*
бадедиз,баде<n>><dat>,бадеди-з
пис,пис<adj>/пис<adv>,пис/пис
хьанва,хьа<verb>><prf>,хьа-нва
Аквазвани,аква<verb>><imperf>><inter>,аква-зва-ни
им,и<prn>><sg><abs>,и-м
куь,вуч<prn><erg>/к<prn>><gen>,куь/к-уь
зарафатдин,зарафат<n>><gen>,зарафатди-н
нетижа,нетижа<n><abs>,нетижа
я,я<cop><imperf>,я
За,з<prn>><erg>/з<prn>><in><essive>,з-а/з-а
квез,кв<prn>><dat>,кве-з
гьикӀ,гьикӀ<adv>/гьикӀ<part>,гьикӀ/гьикӀ
лагьанай,лагьа<verb>><aor>><pst>,лагьа-на-й
Чан,чан<n><abs>/чан<part>,чан/чан
руш,руш<n><abs>,руш
вуна,в<prn>><erg>,вун-а
эсиллагь,эсиллагь<adv>,эсиллагь
фикирмир,фикир<verb>><prohib>,фикир-мир
Ажай,*,*
назлу,назлу<adj>,назлу
назикрикай,*,*
туш,я<cop><neg>,туш
адан,а<prn>><sg>><gen>,а-да-н
чан,чан<n><abs>/чан<part>,чан/чан
кьве,кьве<num>,кьве
къванцин,къванцин<adj>,къванцин
кӀаникни,кӀан<n>><sub><essive>><add>,кӀани-к-ни
акъатдач,акъат<verb>><fut>><neg>,акъат-да-ч
Ажаян,*,*
мукьув,мукьув<adv>/мукьув<post>,мукьув/мукьув
фена,фе<verb>><aoc>/фе<verb>><aor>,фе-на/фе-на
адан,а<prn>><sg>><gen>,а-да-н
япун,яб<n>><gen>,япу-н
дувулдал,дувул<n>><super><essive>,дувулда-л
капаш,капаш<n><abs>,капаш
эцигда,эциг<verb>><fut>,эциг-да
Гьич,гьич<adv>/гьич<part>/гьич<verb>,гьич/гьич/гьич
са,са<num>,са
затӀни,затӀни<prn>/затӀ<n>><add>,затӀни/затӀ-ни
хьанач,хьа<verb>><aor>><neg>,хьа-на-ч
Ажая,*,*
шумуд,шумуд<prn>,шумуд
залзалаяр,залзала<n>><pl><abs>,залзала-яр
шумуд,шумуд<prn>,шумуд
дявеяр,дяве<n>><pl><abs>,дяве-яр
шумуд,шумуд<prn>,шумуд
маргъалар,маргъал<n>><pl><abs>,маргъал-ар
эхи,*,*
авуна,аву<verb>><aoc>/аву<verb>><aor>/аву<verb>><msd>><in><essive>,аву-на/аву-на/аву-н-а
Абурун,а<prn>><pl>><gen>,а-буру-н
тум,тум<n><abs>,тум
кьил,кьил<n><abs>,кьил
авач,ава<cop>><neg>,ава-ч
И,и<prn>,и
мехъер,мехъер<n><abs>/мехъер<verb>,мехъер/мехъер
кеф,кеф<n><abs>/кеф<verb>,кеф/кеф
я,я<cop><imperf>,я
хьи,хьи<conj>/хьи<part>,хьи/хьи
Чкадилай,чка<n>><super>><elative>,чкади-л-ай
гадар,гадар<verb>,гадар
жеда,же<verb>><fut>,же-да
Лал,лал<adj>,лал
хьухь,хьухь<n><abs>/хьухь<verb><imper>,хьухь/хьухь
къаралмиш,*,*
Валидин,вали<n>><gen>,валиди-н
авара,авара<n><abs>,авара
Къуй,къуй<intj>/къуй<part>,къуй/къуй
аллагьди,аллагь<n>><erg>,аллагь-ди
ваз,в<prn>><dat>,ва-з
завал,завал<n><abs>/завал<verb>,завал/завал
гурай,гур<verb>><aor><ptp>/гу<verb>><opt>,гур-ай/гу-рай
къарагуьн,къарагуьн<n><abs>,къарагуьн
И,и<prn>,и
дагъларни,*,*
ви,в<prn>><gen>,в-и
русвагь,русвагь<verb>,русвагь
хьанвай,хьанвай<adj>/хьа<verb>><prf>><pst>/хьа<verb>><prf>><ptp>,хьанвай/хьа-нва-й/хьа-нва-й
кьилел,кьилел<adv>/кьилел<post>/кьил<n>><super><essive>,кьилел/кьилел/кьиле-л
чӀур,чӀур<verb>,чӀур
хьурай,хьу<verb>><opt>,хьу-рай
Къузгъунри,къузгъун<n>><pl><erg>,къузгъун-ри
тарашрай,тараш<n>><pl>><in>><elative>/тараш<verb>><opt>,тараш-р-а-й/тараш-рай
мурдар,мурдар<n><abs>,мурдар
За,з<prn>><erg>/з<prn>><in><essive>,з-а/з-а
лагьайвал,лагьа<verb>><aor><ptp>><man>,лагьа-й-вал
хьана,хьана<intj>/хьа<verb>><aoc>/хьа<verb>><aor>,хьана/хьа-на/хьа-на
и,и<prn>,и
къаридихъ,къари<n>><post><essive>,къариди-хъ
гьич,гьич<adv>/гьич<part>/гьич<verb>,гьич/гьич/гьич
са,са<num>,са
затӀни,затӀни<prn>/затӀ<n>><add>,затӀни/затӀ-ни
жериди,*,*
туш,я<cop><neg>,туш
Вунни,в<prn>><abs>><add>,в-ун-ни
заз,з<prn>><dat>,за-з
къедлай,къедлай<adv>,къедлай
чара,чара<adj>/чара<n><abs>,чара/чара
кас,кас<n><abs>,кас
я,я<cop><imperf>,я
Вакай,вака<verb>><aor><ptp>/в<prn>><sub>><elative>,вака-й/ва-к-ай
хьайи,хьайи<adj>/хьа<verb>><aor><ptp>,хьайи/хьа-йи
веледни,велед<n>><add>,велед-ни
заз,з<prn>><dat>,за-з
кӀандач,кӀан<verb>><fut>><neg>,кӀан-да-ч
Вири,вири<adv>/вири<n><abs>/вири<prn>/вир<n>><erg>,вири/вири/вири/вир-и
хуьруьв,хуьр<n>><ad><essive>,хуьруь-в
зал,зал<n><abs>/з<prn>><super><essive>,зал/за-л
хъуьруьнар,хъуьруьнар<verb>,хъуьруьнар
ийиз,ийи<verb>><inf>,ийи-з
тур,тур<n><abs>/тур<part>/тур<verb><imper>/ту<verb>><aor><ptp>,тур/тур/тур/ту-р
мердимазар,мердимазар<adj>/мердимазар<n><abs>,мердимазар/мердимазар
хтул,хтул<n><abs>,хтул
заз,з<prn>><dat>,за-з
акунани,акун<n>><in><essive>><add>/аку<verb>><aor>><inter>,акун-а-ни/аку-на-ни
кӀандач,кӀан<verb>><fut>><neg>,кӀан-да-ч
Ажай,*,*
дамах,дамах<n><abs>/дамах<verb>,дамах/дамах
гваз,гва<cop>><cvb>,гва-з
кьил,кьил<n><abs>,кьил
цава,*,*
кьуна,кьуна<adv>/кьун<n>><erg>/кьун<n>><in><essive>/кьу<verb>><aoc>/кьу<verb>><aor>,кьуна/кьун-а/кьун-а/кьу-на/кьу-на
кӀвализ,кӀвализ<adv>,кӀвализ
хъфида,хъфи<verb>><fut>,хъфи-да
Адан,а<prn>><sg>><gen>,а-да-н
гуьгъуьниз,гуьгъуьниз<adv>/гуьгъуьниз<conj>/гуьгъуьниз<post>,гуьгъуьниз/гуьгъуьниз/гуьгъуьниз
Рагьим,*,*
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
Варис,варис<n><abs>,варис
фида,фи<verb>><fut>,фи-да
ва,ва<conj>/в<prn>><in><essive>,ва/в-а
абур,абур<n><abs>/а<prn>><pl><abs>,абур/а-бур
гурара,гурар<n>><in><essive>,гурар-а
